hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes
District Hospital Ernakulam,Paediatrics,Monday,9,3,0,0,33.9,0,105,40
Taluk Hospital Thrissur,Cardiology,Tuesday,17,12,0,0,25.3,0,61,32
Taluk Hospital Thrissur,Orthopaedics,Thursday,16,2,0,0,29.3,0,48,18
District Hospital Ernakulam,Gynaecology,Monday,15,12,0,0,37.6,0,69,30
General Hospital Kollam,General OPD,Monday,13,12,0,0,36.5,0,57,15
District Hospital Ernakulam,Gynaecology,Friday,11,4,0,0,33.1,0,81,36
District Hospital Ernakulam,Orthopaedics,Saturday,15,1,1,0,32.4,0,87,31
District Hospital Ernakulam,General OPD,Thursday,13,12,0,0,35.2,0,38,14
District Hospital Ernakulam,Cardiology,Saturday,13,10,1,0,37.0,0,58,26
Taluk Hospital Thrissur,Paediatrics,Thursday,13,1,0,0,27.7,0,31,13
District Hospital Ernakulam,Gynaecology,Saturday,13,7,1,0,33.1,0,63,23
Taluk Hospital Thrissur,Cardiology,Thursday,8,3,0,0,32.8,0,44,22
General Hospital Kollam,General OPD,Friday,14,9,0,0,36.1,0,21,8
General Hospital Kollam,Paediatrics,Monday,17,11,0,0,32.3,0,74,27
Taluk Hospital Thrissur,General OPD,Saturday,15,1,1,0,36.2,0,43,14
District Hospital Ernakulam,Cardiology,Friday,8,6,0,0,35.2,0,53,24
District Hospital Ernakulam,Paediatrics,Monday,9,5,0,0,32.2,0,58,22
Taluk Hospital Thrissur,Cardiology,Monday,9,10,0,0,30.0,0,91,47
Taluk Hospital Thrissur,Paediatrics,Wednesday,14,1,0,0,30.3,0,60,20
Taluk Hospital Thrissur,Orthopaedics,Thursday,17,11,0,0,37.9,0,72,24
General Hospital Kollam,Orthopaedics,Monday,11,6,0,0,27.4,0,103,42
Taluk Hospital Thrissur,Paediatrics,Wednesday,16,11,0,0,26.4,0,22,6
District Hospital Ernakulam,General OPD,Thursday,15,12,0,0,36.3,0,66,22
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,9,0,0,31.7,0,51,20
District Hospital Ernakulam,Gynaecology,Thursday,12,8,0,1,32.5,1,89,45
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,5,1,0,31.5,0,58,22
Taluk Hospital Thrissur,Gynaecology,Thursday,9,3,0,0,26.0,0,52,25
Taluk Hospital Thrissur,Cardiology,Monday,14,5,0,0,33.0,0,27,10
District Hospital Ernakulam,General OPD,Friday,9,10,0,0,37.5,0,86,25
District Hospital Ernakulam,Cardiology,Saturday,8,4,1,0,25.1,0,83,39
Taluk Hospital Thrissur,Cardiology,Monday,13,11,0,0,31.4,0,52,27
Taluk Hospital Thrissur,Paediatrics,Wednesday,11,4,0,0,35.8,0,61,21
General Hospital Kollam,General OPD,Tuesday,17,11,0,0,34.9,0,51,15
Taluk Hospital Thrissur,General OPD,Monday,10,9,0,0,29.6,0,87,25
Taluk Hospital Thrissur,Orthopaedics,Monday,15,4,0,0,37.6,0,71,24
Taluk Hospital Thrissur,Cardiology,Monday,15,11,0,1,31.1,0,61,33
General Hospital Kollam,Cardiology,Friday,12,11,0,0,35.4,0,48,21
Taluk Hospital Thrissur,General OPD,Wednesday,13,8,0,0,33.2,0,69,26
General Hospital Kollam,Paediatrics,Wednesday,11,2,0,0,33.4,0,63,21
District Hospital Ernakulam,Cardiology,Wednesday,11,9,0,0,25.1,0,81,35
Taluk Hospital Thrissur,Cardiology,Thursday,10,1,0,0,27.8,0,52,26
General Hospital Kollam,Paediatrics,Friday,13,8,0,0,28.9,1,86,32
General Hospital Kollam,Cardiology,Friday,9,7,0,0,29.3,0,79,43
Taluk Hospital Thrissur,Gynaecology,Wednesday,13,1,0,0,32.0,0,37,14
Taluk Hospital Thrissur,Orthopaedics,Wednesday,9,1,0,1,34.0,0,71,26
District Hospital Ernakulam,Gynaecology,Thursday,12,10,0,0,28.9,0,73,32
General Hospital Kollam,General OPD,Monday,16,2,0,0,31.6,0,60,20
Taluk Hospital Thrissur,Gynaecology,Saturday,9,4,1,0,34.7,0,120,54
General Hospital Kollam,Orthopaedics,Thursday,13,4,0,0,28.3,0,52,24
General Hospital Kollam,General OPD,Monday,13,12,0,0,24.5,0,32,9
District Hospital Ernakulam,Paediatrics,Monday,9,7,0,0,35.8,0,60,20
District Hospital Ernakulam,Orthopaedics,Wednesday,12,7,0,0,24.0,1,37,16
District Hospital Ernakulam,Orthopaedics,Thursday,17,12,0,0,26.4,0,62,22
District Hospital Ernakulam,General OPD,Thursday,9,8,0,0,33.3,1,84,26
General Hospital Kollam,Gynaecology,Wednesday,12,8,0,0,24.7,0,46,16
General Hospital Kollam,Gynaecology,Friday,9,1,0,0,32.1,0,99,40
District Hospital Ernakulam,Cardiology,Wednesday,10,2,0,0,32.9,0,97,37
General Hospital Kollam,General OPD,Tuesday,10,5,0,0,25.5,0,71,22
District Hospital Ernakulam,Gynaecology,Monday,17,6,0,0,27.5,0,53,25
District Hospital Ernakulam,Orthopaedics,Monday,11,4,0,0,26.8,0,75,28
General Hospital Kollam,Cardiology,Friday,13,10,0,0,36.9,0,41,22
Taluk Hospital Thrissur,Orthopaedics,Friday,9,8,0,0,32.6,0,96,37
General Hospital Kollam,Gynaecology,Monday,13,3,0,0,35.2,0,57,21
General Hospital Kollam,Gynaecology,Monday,9,11,0,0,26.2,0,87,43
District Hospital Ernakulam,Gynaecology,Monday,12,2,0,0,24.1,0,25,9
Taluk Hospital Thrissur,Orthopaedics,Saturday,14,10,1,0,26.7,0,42,15
General Hospital Kollam,Paediatrics,Wednesday,10,1,0,0,35.6,0,102,40
General Hospital Kollam,Paediatrics,Wednesday,8,3,0,0,32.7,0,52,20
Taluk Hospital Thrissur,Orthopaedics,Thursday,17,9,0,0,37.4,1,53,22
Taluk Hospital Thrissur,General OPD,Saturday,16,3,1,0,26.6,0,86,29
General Hospital Kollam,Paediatrics,Thursday,13,10,0,0,36.8,0,39,16
Taluk Hospital Thrissur,Gynaecology,Monday,13,4,0,0,26.1,0,27,11
General Hospital Kollam,General OPD,Monday,11,1,0,0,28.4,0,58,17
District Hospital Ernakulam,Paediatrics,Friday,10,4,0,0,26.6,0,66,28
General Hospital Kollam,Cardiology,Tuesday,12,7,0,0,37.2,1,35,17
General Hospital Kollam,General OPD,Tuesday,13,4,0,0,37.5,0,76,22
General Hospital Kollam,Gynaecology,Thursday,15,1,0,0,30.3,0,44,15
General Hospital Kollam,Gynaecology,Saturday,11,11,1,0,37.1,0,107,48
Taluk Hospital Thrissur,Paediatrics,Saturday,14,12,1,0,36.7,0,54,16
Taluk Hospital Thrissur,Paediatrics,Thursday,10,2,0,0,30.3,0,71,22
District Hospital Ernakulam,General OPD,Monday,11,4,0,0,24.5,0,100,31
General Hospital Kollam,General OPD,Saturday,17,12,1,0,30.9,0,93,26
District Hospital Ernakulam,Cardiology,Wednesday,12,3,0,0,28.8,0,76,29
Taluk Hospital Thrissur,Gynaecology,Friday,11,10,0,0,30.8,0,104,43
Taluk Hospital Thrissur,Cardiology,Friday,16,6,0,0,26.6,1,36,18
General Hospital Kollam,Gynaecology,Friday,11,7,0,0,26.7,0,60,28
District Hospital Ernakulam,Gynaecology,Saturday,14,9,1,0,30.7,0,93,32
General Hospital Kollam,Cardiology,Wednesday,15,11,0,0,25.1,0,59,28
Taluk Hospital Thrissur,Cardiology,Monday,9,12,0,0,33.5,0,87,35
General Hospital Kollam,Cardiology,Wednesday,11,5,0,0,30.5,0,53,23
District Hospital Ernakulam,General OPD,Thursday,15,6,0,0,34.1,1,79,30
Taluk Hospital Thrissur,Orthopaedics,Saturday,17,10,1,0,35.1,0,60,21
District Hospital Ernakulam,Paediatrics,Thursday,16,7,0,0,37.4,1,34,11
General Hospital Kollam,Orthopaedics,Friday,13,2,0,0,34.9,0,36,14
Taluk Hospital Thrissur,Orthopaedics,Wednesday,10,3,0,0,32.2,0,71,23
General Hospital Kollam,General OPD,Saturday,13,10,1,0,28.9,0,41,14
General Hospital Kollam,Orthopaedics,Monday,9,1,0,0,29.8,0,69,25
Taluk Hospital Thrissur,Cardiology,Thursday,11,7,0,0,29.0,0,110,58
Taluk Hospital Thrissur,General OPD,Wednesday,9,8,0,0,31.0,0,59,16
District Hospital Ernakulam,Cardiology,Thursday,15,9,0,0,35.3,0,22,12
General Hospital Kollam,Cardiology,Tuesday,16,2,0,0,31.2,0,48,18
Taluk Hospital Thrissur,Gynaecology,Saturday,17,4,1,0,37.2,0,54,25
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,2,0,0,30.2,0,70,33
District Hospital Ernakulam,Cardiology,Thursday,11,2,0,0,28.3,0,103,56
General Hospital Kollam,General OPD,Monday,16,9,0,0,26.3,1,82,26
District Hospital Ernakulam,Gynaecology,Wednesday,8,1,0,0,35.4,0,54,19
General Hospital Kollam,Cardiology,Saturday,14,5,1,0,37.3,0,80,31
General Hospital Kollam,General OPD,Tuesday,9,9,0,0,28.3,0,51,17
District Hospital Ernakulam,General OPD,Tuesday,16,5,0,0,24.9,0,60,20
Taluk Hospital Thrissur,Paediatrics,Saturday,11,3,1,1,24.9,0,121,46
District Hospital Ernakulam,General OPD,Tuesday,10,1,0,0,26.6,0,69,24
District Hospital Ernakulam,Cardiology,Saturday,11,5,1,0,25.8,0,67,30
General Hospital Kollam,General OPD,Monday,12,7,0,0,24.9,0,27,7
General Hospital Kollam,Orthopaedics,Wednesday,13,12,0,0,32.0,0,28,9
District Hospital Ernakulam,Cardiology,Saturday,10,11,1,0,32.4,0,87,39
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,8,0,0,35.1,1,93,38
Taluk Hospital Thrissur,Gynaecology,Friday,16,8,0,0,31.8,0,49,21
District Hospital Ernakulam,Paediatrics,Wednesday,9,4,0,0,30.7,0,92,28
General Hospital Kollam,Gynaecology,Friday,9,9,0,0,27.1,1,100,48
General Hospital Kollam,Orthopaedics,Friday,15,4,0,0,27.8,0,27,11
District Hospital Ernakulam,Orthopaedics,Saturday,16,7,1,0,35.3,1,92,41
Taluk Hospital Thrissur,Cardiology,Wednesday,9,9,0,0,36.6,1,97,48
District Hospital Ernakulam,General OPD,Tuesday,9,6,0,0,35.3,1,99,28
Taluk Hospital Thrissur,General OPD,Friday,13,4,0,0,29.5,0,28,7
District Hospital Ernakulam,Orthopaedics,Friday,11,4,0,0,26.6,0,55,23
District Hospital Ernakulam,Orthopaedics,Monday,14,4,0,0,28.4,0,46,21
General Hospital Kollam,Cardiology,Monday,15,11,0,0,34.7,0,32,14
Taluk Hospital Thrissur,Orthopaedics,Tuesday,8,11,0,0,29.0,0,61,22
District Hospital Ernakulam,Cardiology,Saturday,13,5,1,0,37.1,0,89,33
Taluk Hospital Thrissur,Gynaecology,Saturday,14,8,1,1,33.8,1,98,43
Taluk Hospital Thrissur,Cardiology,Saturday,10,2,1,0,36.9,0,112,42
General Hospital Kollam,General OPD,Wednesday,8,10,0,0,30.9,0,24,9
General Hospital Kollam,Orthopaedics,Thursday,9,12,0,0,29.1,0,81,32
General Hospital Kollam,Orthopaedics,Monday,8,12,0,0,31.7,0,46,18
Taluk Hospital Thrissur,Paediatrics,Wednesday,12,3,0,0,25.8,0,38,12
District Hospital Ernakulam,General OPD,Saturday,12,10,1,0,29.8,0,40,11
General Hospital Kollam,General OPD,Friday,15,8,0,0,24.2,1,50,16
General Hospital Kollam,Orthopaedics,Saturday,12,4,1,0,34.6,0,64,22
District Hospital Ernakulam,Paediatrics,Saturday,14,9,1,0,37.9,0,77,32
Taluk Hospital Thrissur,General OPD,Tuesday,8,5,0,0,37.4,0,52,20
District Hospital Ernakulam,Paediatrics,Friday,17,12,0,0,37.1,0,56,17
District Hospital Ernakulam,Gynaecology,Tuesday,12,8,0,0,28.0,1,36,18
Taluk Hospital Thrissur,Cardiology,Monday,9,9,0,0,34.7,1,68,28
District Hospital Ernakulam,Orthopaedics,Saturday,14,6,1,0,31.1,1,74,28
General Hospital Kollam,Paediatrics,Monday,8,4,0,0,27.4,0,68,24
General Hospital Kollam,Cardiology,Wednesday,14,11,0,0,28.1,0,72,37
Taluk Hospital Thrissur,Orthopaedics,Tuesday,14,3,0,0,25.3,0,61,26
General Hospital Kollam,General OPD,Monday,13,5,0,0,32.9,0,27,9
General Hospital Kollam,Cardiology,Monday,14,1,0,0,25.4,0,67,30
Taluk Hospital Thrissur,Cardiology,Monday,8,6,0,0,25.8,1,73,31
General Hospital Kollam,Paediatrics,Thursday,11,12,0,1,29.1,0,82,30
Taluk Hospital Thrissur,Cardiology,Wednesday,14,2,0,0,35.7,0,26,14
District Hospital Ernakulam,Gynaecology,Friday,17,5,0,0,34.3,0,46,22
General Hospital Kollam,Gynaecology,Wednesday,13,6,0,0,30.1,0,76,30
General Hospital Kollam,Paediatrics,Friday,10,12,0,0,32.7,0,53,19
District Hospital Ernakulam,Gynaecology,Friday,12,1,0,0,35.2,0,28,10
Taluk Hospital Thrissur,Orthopaedics,Friday,11,6,0,0,24.8,1,102,44
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,9,1,0,24.4,1,126,50
General Hospital Kollam,Paediatrics,Saturday,16,2,1,0,33.6,0,92,35
District Hospital Ernakulam,Cardiology,Wednesday,12,5,0,0,29.0,0,37,18
District Hospital Ernakulam,Paediatrics,Thursday,15,5,0,0,34.9,0,37,13
District Hospital Ernakulam,Gynaecology,Tuesday,8,5,0,0,28.0,0,23,8
General Hospital Kollam,Paediatrics,Friday,16,9,0,0,29.5,1,38,16
Taluk Hospital Thrissur,Paediatrics,Wednesday,13,4,0,0,30.5,0,34,13
Taluk Hospital Thrissur,Orthopaedics,Saturday,12,11,1,0,29.3,0,72,24
General Hospital Kollam,General OPD,Wednesday,8,8,0,0,36.0,1,52,18
Taluk Hospital Thrissur,Paediatrics,Monday,9,7,0,0,32.0,0,104,45
General Hospital Kollam,Cardiology,Saturday,12,8,1,0,30.2,1,105,41
Taluk Hospital Thrissur,General OPD,Saturday,15,5,1,0,25.7,0,60,22
General Hospital Kollam,Cardiology,Wednesday,8,11,0,0,27.2,0,63,35
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,9,0,0,27.6,1,39,15
Taluk Hospital Thrissur,Orthopaedics,Tuesday,11,7,0,0,35.0,1,118,42
District Hospital Ernakulam,Orthopaedics,Wednesday,12,10,0,0,34.5,0,42,18
District Hospital Ernakulam,Paediatrics,Saturday,16,2,1,0,30.3,0,47,18
District Hospital Ernakulam,Orthopaedics,Saturday,10,8,1,0,25.5,1,129,44
Taluk Hospital Thrissur,Orthopaedics,Monday,10,4,0,0,37.5,0,75,34
General Hospital Kollam,Paediatrics,Thursday,9,8,0,0,36.9,1,61,24
District Hospital Ernakulam,General OPD,Wednesday,14,6,0,0,29.1,1,65,20
Taluk Hospital Thrissur,General OPD,Monday,8,6,0,0,37.1,0,71,20
Taluk Hospital Thrissur,Gynaecology,Tuesday,8,8,0,0,33.1,0,41,18
General Hospital Kollam,Gynaecology,Saturday,10,8,1,0,37.0,1,105,50
General Hospital Kollam,Cardiology,Friday,11,6,0,0,27.7,0,64,33
District Hospital Ernakulam,Cardiology,Saturday,10,12,1,0,31.3,0,78,37
Taluk Hospital Thrissur,Gynaecology,Tuesday,9,6,0,0,24.6,1,60,25
General Hospital Kollam,General OPD,Wednesday,11,11,0,0,27.5,0,94,31
Taluk Hospital Thrissur,Paediatrics,Wednesday,11,8,0,0,29.1,1,75,23
General Hospital Kollam,Orthopaedics,Tuesday,8,9,0,0,31.8,1,59,20
Taluk Hospital Thrissur,Gynaecology,Wednesday,8,8,0,0,26.9,1,58,28
General Hospital Kollam,General OPD,Tuesday,17,8,0,0,36.4,1,35,12
Taluk Hospital Thrissur,Orthopaedics,Monday,10,11,0,0,30.4,0,108,51
Taluk Hospital Thrissur,General OPD,Friday,10,7,0,0,34.0,1,63,20
General Hospital Kollam,General OPD,Friday,15,2,0,0,26.2,0,68,19
Taluk Hospital Thrissur,Orthopaedics,Wednesday,10,4,0,0,37.9,0,94,34
District Hospital Ernakulam,General OPD,Tuesday,11,4,0,0,35.4,0,101,35
Taluk Hospital Thrissur,Gynaecology,Saturday,15,6,1,0,30.4,1,84,29
General Hospital Kollam,Cardiology,Monday,16,9,0,0,24.8,1,30,16
District Hospital Ernakulam,General OPD,Thursday,13,1,0,0,37.4,0,66,20
General Hospital Kollam,General OPD,Monday,15,9,0,0,31.6,1,52,17
District Hospital Ernakulam,Orthopaedics,Wednesday,16,6,0,0,32.2,1,36,13
General Hospital Kollam,Orthopaedics,Friday,15,3,0,0,29.5,0,59,21
District Hospital Ernakulam,Cardiology,Thursday,10,9,0,0,37.4,1,118,46
Taluk Hospital Thrissur,Cardiology,Monday,12,4,0,0,31.7,0,68,33
General Hospital Kollam,Orthopaedics,Thursday,10,2,0,0,36.3,0,66,28
District Hospital Ernakulam,Gynaecology,Tuesday,17,5,0,0,30.0,0,76,38
Taluk Hospital Thrissur,Paediatrics,Thursday,12,1,0,0,31.8,0,63,23
Taluk Hospital Thrissur,Paediatrics,Friday,16,12,0,0,36.1,0,64,27
District Hospital Ernakulam,Gynaecology,Wednesday,15,5,0,0,25.1,0,68,24
District Hospital Ernakulam,Paediatrics,Thursday,10,7,0,0,37.3,1,99,32
Taluk Hospital Thrissur,Paediatrics,Friday,17,6,0,0,30.4,1,40,13
General Hospital Kollam,General OPD,Thursday,12,6,0,0,33.4,1,39,15
District Hospital Ernakulam,Cardiology,Thursday,16,1,0,0,30.2,0,38,14
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,6,0,0,35.2,0,43,17
Taluk Hospital Thrissur,Cardiology,Thursday,17,3,0,1,24.7,0,89,46
General Hospital Kollam,Cardiology,Thursday,11,6,0,0,30.9,1,84,45
General Hospital Kollam,General OPD,Tuesday,11,1,0,0,31.7,0,71,23
Taluk Hospital Thrissur,Gynaecology,Wednesday,17,2,0,0,27.3,0,65,25
District Hospital Ernakulam,Paediatrics,Thursday,8,1,0,0,31.6,0,66,27
District Hospital Ernakulam,Paediatrics,Friday,11,7,0,0,32.5,0,63,18
District Hospital Ernakulam,General OPD,Tuesday,14,6,0,0,26.6,1,50,16
Taluk Hospital Thrissur,Orthopaedics,Friday,17,8,0,0,34.1,1,31,13
General Hospital Kollam,Paediatrics,Monday,8,8,0,0,37.1,1,47,19
General Hospital Kollam,Paediatrics,Monday,8,5,0,0,32.3,0,66,27
District Hospital Ernakulam,Orthopaedics,Wednesday,11,7,0,0,30.1,0,90,40
District Hospital Ernakulam,Cardiology,Friday,15,7,0,0,36.2,0,77,35
District Hospital Ernakulam,Orthopaedics,Monday,13,5,0,0,35.7,0,47,18
Taluk Hospital Thrissur,Cardiology,Wednesday,16,12,0,0,28.3,0,37,14
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,5,0,0,34.2,0,88,35
District Hospital Ernakulam,Cardiology,Thursday,11,12,0,0,33.6,0,61,23
General Hospital Kollam,Cardiology,Tuesday,11,10,0,0,32.2,0,101,47
General Hospital Kollam,General OPD,Wednesday,17,1,0,0,30.5,0,72,20
General Hospital Kollam,General OPD,Wednesday,12,9,0,0,36.9,1,59,22
District Hospital Ernakulam,General OPD,Wednesday,12,2,0,0,37.3,0,61,21
District Hospital Ernakulam,General OPD,Wednesday,13,7,0,0,32.2,1,35,13
District Hospital Ernakulam,Orthopaedics,Wednesday,15,11,0,0,30.9,0,70,31
District Hospital Ernakulam,Paediatrics,Wednesday,15,12,0,0,29.4,0,75,24
District Hospital Ernakulam,General OPD,Friday,13,3,0,0,31.0,0,67,26
Taluk Hospital Thrissur,Cardiology,Friday,14,5,0,0,36.3,0,79,32
District Hospital Ernakulam,Orthopaedics,Monday,12,10,0,0,31.5,0,51,20
Taluk Hospital Thrissur,Gynaecology,Friday,15,3,0,0,29.0,0,67,26
General Hospital Kollam,General OPD,Thursday,9,11,0,0,31.8,0,94,25
Taluk Hospital Thrissur,Cardiology,Friday,16,8,0,0,33.5,0,47,24
District Hospital Ernakulam,General OPD,Monday,14,8,0,0,28.3,0,47,13
General Hospital Kollam,Cardiology,Tuesday,9,5,0,0,24.8,0,55,26
General Hospital Kollam,Gynaecology,Tuesday,11,1,0,0,25.5,0,57,27
Taluk Hospital Thrissur,Orthopaedics,Saturday,8,7,1,0,27.5,1,66,26
District Hospital Ernakulam,Orthopaedics,Tuesday,12,6,0,0,32.0,1,34,12
District Hospital Ernakulam,Gynaecology,Thursday,12,6,0,0,33.9,1,50,17
District Hospital Ernakulam,Gynaecology,Friday,11,11,0,0,30.4,0,109,39
General Hospital Kollam,Orthopaedics,Wednesday,14,7,0,0,30.0,0,62,29
Taluk Hospital Thrissur,Gynaecology,Wednesday,16,7,0,0,27.5,1,64,32
District Hospital Ernakulam,Paediatrics,Monday,9,10,0,0,34.5,0,57,23
Taluk Hospital Thrissur,Paediatrics,Tuesday,12,7,0,0,28.3,1,75,32
Taluk Hospital Thrissur,Cardiology,Thursday,16,5,0,0,30.0,0,75,33
General Hospital Kollam,Paediatrics,Friday,15,4,0,1,30.7,0,86,35
General Hospital Kollam,General OPD,Monday,10,11,0,0,35.9,0,102,28
General Hospital Kollam,Gynaecology,Wednesday,10,1,0,0,31.6,0,92,39
General Hospital Kollam,Cardiology,Monday,13,11,0,0,32.0,0,60,25
District Hospital Ernakulam,Paediatrics,Tuesday,12,12,0,0,29.8,0,31,9
General Hospital Kollam,Paediatrics,Wednesday,14,7,0,0,32.9,1,43,18
District Hospital Ernakulam,General OPD,Friday,10,5,0,0,34.2,0,74,20
General Hospital Kollam,Gynaecology,Monday,12,1,0,0,24.8,0,51,20
Taluk Hospital Thrissur,Gynaecology,Wednesday,9,11,0,0,36.5,0,53,19
District Hospital Ernakulam,Gynaecology,Wednesday,11,6,0,0,30.8,1,108,55
Taluk Hospital Thrissur,Cardiology,Saturday,11,3,1,0,24.8,0,102,50
Taluk Hospital Thrissur,Gynaecology,Thursday,8,3,0,0,27.8,0,39,19
General Hospital Kollam,General OPD,Monday,17,1,0,0,30.8,0,62,21
General Hospital Kollam,Orthopaedics,Saturday,11,3,1,1,36.2,0,115,48
General Hospital Kollam,Paediatrics,Thursday,13,6,0,0,30.2,1,38,13
District Hospital Ernakulam,Cardiology,Wednesday,13,5,0,0,37.0,0,38,17
General Hospital Kollam,Cardiology,Thursday,14,7,0,0,28.8,0,57,23
Taluk Hospital Thrissur,Cardiology,Friday,12,3,0,0,33.9,0,73,29
General Hospital Kollam,Orthopaedics,Monday,9,4,0,0,35.6,0,64,26
Taluk Hospital Thrissur,General OPD,Thursday,10,8,0,0,36.0,1,99,34
District Hospital Ernakulam,Gynaecology,Tuesday,12,8,0,0,26.6,0,73,32
General Hospital Kollam,Gynaecology,Friday,8,4,0,0,36.9,0,64,28
General Hospital Kollam,Paediatrics,Wednesday,17,4,0,0,33.8,0,43,14
Taluk Hospital Thrissur,General OPD,Wednesday,10,2,0,0,34.4,0,76,29
General Hospital Kollam,Cardiology,Monday,14,11,0,0,33.4,0,58,22
General Hospital Kollam,Orthopaedics,Wednesday,11,7,0,0,36.3,1,78,28
General Hospital Kollam,Gynaecology,Thursday,17,2,0,0,26.1,0,64,30
Taluk Hospital Thrissur,General OPD,Saturday,8,8,1,0,26.1,0,63,20
Taluk Hospital Thrissur,Cardiology,Wednesday,10,8,0,0,24.7,0,107,57
District Hospital Ernakulam,Gynaecology,Wednesday,15,2,0,0,32.4,0,33,12
District Hospital Ernakulam,Cardiology,Monday,8,1,0,0,24.6,0,23,11
General Hospital Kollam,Cardiology,Wednesday,16,12,0,0,29.9,0,50,27
District Hospital Ernakulam,Orthopaedics,Thursday,13,9,0,0,25.7,1,72,26
District Hospital Ernakulam,General OPD,Tuesday,12,5,0,0,29.9,0,33,9
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,11,0,0,37.6,0,62,23
Taluk Hospital Thrissur,Orthopaedics,Monday,13,5,0,0,29.8,0,32,11
District Hospital Ernakulam,Orthopaedics,Thursday,11,6,0,0,25.0,0,73,24
Taluk Hospital Thrissur,Paediatrics,Thursday,17,11,0,0,29.0,0,72,27
Taluk Hospital Thrissur,Paediatrics,Wednesday,14,1,0,0,35.0,0,60,25
General Hospital Kollam,Cardiology,Thursday,13,3,0,0,32.0,0,45,22
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,2,1,0,31.9,0,76,36
General Hospital Kollam,Orthopaedics,Monday,12,6,0,0,30.7,1,53,24
General Hospital Kollam,Paediatrics,Saturday,10,4,1,0,29.6,0,67,22
District Hospital Ernakulam,Cardiology,Thursday,12,4,0,0,26.6,0,74,34
Taluk Hospital Thrissur,General OPD,Tuesday,15,3,0,0,32.3,0,29,8
Taluk Hospital Thrissur,Cardiology,Wednesday,10,5,0,0,26.7,0,59,23
Taluk Hospital Thrissur,Orthopaedics,Monday,9,12,0,0,33.3,0,109,40
District Hospital Ernakulam,Cardiology,Friday,12,1,0,0,35.3,0,63,31
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,1,0,0,30.5,0,79,27
Taluk Hospital Thrissur,Orthopaedics,Thursday,14,8,0,0,32.7,1,58,23
District Hospital Ernakulam,Orthopaedics,Thursday,14,7,0,0,32.5,0,34,13
Taluk Hospital Thrissur,General OPD,Saturday,17,11,1,0,26.9,0,61,20
Taluk Hospital Thrissur,Orthopaedics,Saturday,8,9,1,0,28.7,1,95,40
General Hospital Kollam,Gynaecology,Thursday,10,7,0,0,31.9,0,63,30
General Hospital Kollam,Orthopaedics,Thursday,10,8,0,0,32.8,1,112,51
Taluk Hospital Thrissur,Gynaecology,Saturday,10,8,1,0,34.2,1,86,32
Taluk Hospital Thrissur,Cardiology,Wednesday,12,7,0,0,29.6,1,36,19
District Hospital Ernakulam,Gynaecology,Saturday,14,2,1,0,24.7,0,59,29
District Hospital Ernakulam,Cardiology,Friday,16,7,0,0,34.3,1,63,34
Taluk Hospital Thrissur,Cardiology,Wednesday,12,10,0,0,36.5,0,68,28
Taluk Hospital Thrissur,Gynaecology,Wednesday,9,9,0,0,32.7,1,111,40
Taluk Hospital Thrissur,Orthopaedics,Wednesday,8,9,0,0,27.2,0,75,25
General Hospital Kollam,Gynaecology,Monday,9,7,0,0,34.4,1,86,38
General Hospital Kollam,Cardiology,Thursday,15,10,0,0,27.5,0,59,28
General Hospital Kollam,General OPD,Saturday,10,3,1,0,24.4,0,89,26
Taluk Hospital Thrissur,Orthopaedics,Tuesday,8,1,0,0,26.1,0,57,19
General Hospital Kollam,Cardiology,Monday,11,4,0,0,35.6,0,90,46
General Hospital Kollam,General OPD,Wednesday,8,10,0,0,26.5,0,30,9
General Hospital Kollam,Cardiology,Monday,16,10,0,0,30.8,0,22,11
General Hospital Kollam,Gynaecology,Wednesday,17,1,0,0,37.3,0,26,12
District Hospital Ernakulam,Paediatrics,Saturday,13,7,1,0,33.8,1,89,26
General Hospital Kollam,Gynaecology,Saturday,9,8,1,0,36.2,0,121,46
General Hospital Kollam,Orthopaedics,Wednesday,16,4,0,0,37.9,0,70,32
District Hospital Ernakulam,General OPD,Wednesday,9,6,0,0,34.1,1,99,27
District Hospital Ernakulam,General OPD,Saturday,16,8,1,0,25.9,1,56,21
District Hospital Ernakulam,General OPD,Monday,17,4,0,0,37.9,0,66,22
Taluk Hospital Thrissur,Cardiology,Wednesday,17,11,0,0,26.5,0,33,13
